text_akhir,label
noble beautiful horse driving,1
absolute worship terror,-1
sister needs basis,0
imagine software engineer without google,0
mark rutte friends deepstate cabal also fill series later,1
document brazilian document whaaaat,0
ironic people west trying blame kim thing think propaganda worst kim,-1
time someone documentary includes extraordinary ruler third dynasty better every time,1
see,0
describing forgot add psychotic leaders killed people,-1
never believed western propaganda,1
west al west knows human taste compromise,0
typical propaganda,-1
think nuclear weapon lucky sadam qantafi etc funny nation us invasion countries responsible war human history judges others opposite,1
kim sister reminded ex wife threatening,-1
fact get free,1
national graph think group fools instead letting finish sentence contrary get edited version appearing literally copying attaching previous sentence appropriate assume matches message trying convey,-1
free funded propaganda must hate north korea china russia middle east america attack millions people must love america hate hate,-1
power wear common uniform colt pistol age years happiest years life,1
punk,0
remove person,0
slowly working obeseness generation generation like heart attack diabetes coming soon stay,1
cia hiring eye eyes also mourning sad death well expect happen think kim jong un find say oh brother okay let spy nuclear weapons safety cia mistake,-1
western countries make sure right path,1
usa lost kim sister take care gave fool cia anything,-1
crazy never knew lived switzerland aunt uncle relax us,1
kim jong un fat person north korea,0
love,1
kim yo jong like azula last airbender,1
idk funny documentary start riding horse,1
wonder north korean people react documentary,0
verry nice documentary also noticed north korea desire modern also knew kim young idiot media made deal sanctions almost impossible economy grow poverty many people would survive us president trump couild caused sollution us keep promises today situations around russia china may benefit north korea calculated nitness current reality interesting type see long fasion dynasty still collected time detailed cleaning system,1
maybe bad,-1
kim prefers play missile rather helping people food stay healthy end everyone die kim still play missiles like crazy people,1
say run dry cleanser one knows anything kims uncle hmmm,0
single word entire country poor people work hands modern country,-1
smart acting like america economic lifestyle terms,1
wow imagine small circle separated something big like country north korea one big mafia,1
emotional problems profits toe pension income,1
seems like north korea starving person appearance,-1
believe free documentary film premium version,1
practically video public relations kim malu family national geographic,0
kim jong un korea utara chubbiest fatiest korean life today,0
fate saddam muamar,0
america crappo gun society better n korea,1
facts fun many shops el paso texas owned worked koreans come kap lol employ many mexic workers good ppls many people know english spanish good,1
man human centipede,0
esp heart attack,1
kim find come india,0
west country terrorized never seen documentary poses us british leader terrorist dictator called nation names oppose ways requests world wait told long time let everyone decide stop believe existing presidents good exceptions good people freed good people good people good people,1
funny seeing small ft body guard thinks tough really want see fighting ft marine,1
hope pray north korea open receive god word bible people true savior turn away namely christ god savior,1
laugh loud,1
muslim x michael corleone compare highest leaders north korea today mohammed,0
attractive watch sometimes really ask questions,1
legal criminal organization world,-1
one last things documentary said dictatorship duel anyone see problem,-1
wow gave outreach shocked,1
anyone understand sad,-1
lee k,0
kill relatives etc sickening,-1
smooth,0
really silly people clear person good,1
third kim,0
kiry boils wash brid brace kim,0
kim people far want peace modernization ready one send little little sister old regime,1
north korea fourth largest military crazy natgeo india standing idiopathic get facts least,-1
love kpdr respect kim jong un,1
got hard axx winter boys,-1
called extraordinary official documentary dictator really praiseworthy jobs thank national geographic channel today really know lot kim jon country especially sisters certons always help us expanding knowledge section,1
north korea basically family business time revolution people north korea,0
interesting documentary film reveal dark side north korea,1
kill brother kim two women years prison death sentence hmm,-1
god bless kim,1
right always wrong matter time,-1
someone wiped smile face could stand woman,1
bonita,0
time governments world stand free north korea evil dictator,-1
mask,0
one fat korea north korea p laugh loud north korea nuclear weapons,1
people like automatic,1
song songs early late know one killed,-1
kim jong diok progressive,0
absorb much information documentary contrary spent documentary films think poor horse,-1
every country northern missile hermit flex arsenal,0
becomes secular give gift christmas,1
un childhood reminds boy,0
slowly kim help god bless,1
western press especially americans fell directly hand regime praised sister olympics reprimand trump really care north korea crash almost important hurt trump people truly evil believe,1
world stage free always ask free,1
call little general caligula north korea literally suppose regime closest things roman empire today even brutal,-1
finally national geographic gave us best documentary film north korea,1
gosh clap sit scary immediately,-1
h hassan al shabbat abdelkrim ancam bin magreb al matrix el txetxino,0
years old walk room full adults,0
experts political science studied trump demonstrations messages listeners planned convert america n korea manipulated said likes kim kim fell love good job people really liked,1
kim looks like light bulb hair,1
kim dosage change modernize remain power must straighten intelligence ask caste old dictators,1
feel kim jong un stepbrother ordinary man tries go land disney tokyo move away everything,0
know really dug velveeta kraft cheese plump small tyranny,0
fact channel controlled america imagine dictator quite clich get better plan joe,1
us conspiracy,-1
scary devil,-1
everyone died,-1
need kim president rom nia,0
anyone tell regime warred since founded destroyed people dropped millions tons bombs people used atomic bombs,-1
sister bad one,-1
care rd world state cares,1
one trump mind dictator wannabe,0
wondered nikolas visit dprk without problems,1
power worst addiction world family psychopathic egomaniacs worst example human social structure,-1
kim jong un end muhammadh gadhaafi,0
us terrorists like challenging government terrorists tell president dictator countless fake dirty us democratic policy,-1
us terrorists like government challenges terrorists tell president innumerable dictators falsity dirty usa democratic policy,-1
dictator westernato pro,0
documentation,0
forget make one us dictator ship kills controls world,-1
freemason see,0
condolences family sorry,-1
inside square head without mind,0
difference korean dictators united states europe israel russia china england france germany,1
social nationalist commie,0
jet stream fine,1
cowboy horse stealing goes,-1
rope jump time pilot,0
run get git hmm grr,0
isay shut wes mouth,0
grr trace hmm,0
sculpted somewhat,0
hill passengers worry minimal repair equipment one way road every topography hill see hood every tire landing downslope,-1
blah blah say far number plate faces blue sky geosynchronous bad spelling hmm,-1
think little well,1
name wesley james urie,0
love keep mouth shut wants easy,1
soft,0
say shut wes mouth,0
feel scared fear,-1
luxury videos dun gang opium style videos subtitles hmm,0
grr,0
blah blah gear vr,-1
grr know,0
things okay,1
life,0
diam wesley ok ok,1
say strange sentence spell check,-1
real ghost airsofter,-1
recorded happened,0
known effects,0
played soft air daddy,1
co counter video real,0
offered action,0
days,0
mother returned map,0
say type,0
pee,0
let play,1
different angle person great dictator leader,1
recruit make crime call real yiur group fanatical terrorists us rubbish,-1
press kim,0
someone pays attention kim passport fake kkkkk brazil,-1
least racist black people,1
north korea focuses many best talents hacking room interesting place start bad ones large funds infrastructure computing,1
one bodyguard escaped far hesitation kill stepbrother set aside bodyguard could divulge secret,-1
france us makes missile peace iran korea others try make kill humans crazy americans hypocrites,-1
want know whether one videos kim documentary films rulers kingpins bosses etc seen one kind reaction,1
know opening scene rode horse one hand always made,1
years fame like times loyal food put plaingie see know whether friend life show good family love time family veterinarian love family time love time naimye crablase amagine bingladise times neat meat making products prodiiiiiii imumiii mother fried warrior mother frank friend friend bug phdge biggery meals pockets touch grave make mym mother dust make friends mother tour friend friend car car mother seeds mother tour mother mother cared cared mother attention desperate ye answer things handmaid thy friends companed givr give thanks light thou wild holdanless unto love grace hold flocks hold upon hold upon hold upon hold upongifts hold upon gifts hold upon servant hold bond together father eie strength extraordinary pleaseme say yegh light gift lighting bright lord perpetrators youth time aibsutley,1
kim jong un needs psychchedelic experience shaman gift might turn best politician world,1
north korea largest cult world,0
clap like head keep head installed depending,1
kenya heaven,1
wapom nukler nucleler mybe olredy becomes like saddam binladin kaddafi shure kaddafi saddam hussein wapon nukler eazy issued people kim jong ung could wapon nukler wat e woorld bad hoe good side olde propaganda theory western world theory political meaning imperaized eurch normale everyone even animals simal eurch universe killed richader,-1
well still watch youtube russia help people lazy say propaganda works deeply mind unfortunately relatives friends propaganda putin,-1
jong un brother played good police world,1
fall love azula,1
later,0
every country one way another see inside find dictator everywhere,0
think kim knows run country younger sister think actually real dictator doll puppeteer woman actually permitted rule country see,0
arrogant arrogant appearance face scary,-1
man joe biden ruler usa ext,0
understand arrogant meeting trump even mentioned documentary seemed never happened,-1
look movements movement innocent prankster trained experienced killer see smooth efficient athletic moves,0
cool video thank sharing,1
national geography steel ball,0
bush administration,0
mentioned blog safe online shopping banners given monthly needs continue start website monthly wheat cooking oil trash bins washing powder soap shampoo cleaning items throughout world statistics world countries see big trap peoples rupees purchased monthly needs satisfying monthly money pay prayer world hr life org correctly tse throughout world,1
run father choice kim die knows facts,-1
allow capture documentary movies,1
fine sister becomes deadly,1
fat horse,0
western agreement supreme court destroy supports trust,1
really say world th military biggest world please tell count method use please tell us waiting,1
last time two girls joke,1
ok imagine finding dry cleanser part north korean dynasty,1
fact doctor takes care dictator gives diagnosis liked desirable whether goes sorry terminal cancer days live whether goes everything well long life front,1
last tyrannical ajala gave heart attack,1
ever th den,0
falsify brazilian passports lmao brilliant,1
legend,0
north korea waiting one leaders normal,0
hat goes documentary carries new information even though one big problem documentary many others inhuman devilization say good person something say make mistakes hitler need see people human beings nothing example yes ordered kill brother say like makes personally happy bad assumption decides brothers sisters whole family kim regimes mean grieving personally brother,-1
extraordinary documentary film biggest fear thank national geographic information share us,1
leader must lead weakening western liberals dying western world future asi forces,-1
anything really afraid person,0
good man,1
even choice democracy must us fails,-1
brazilian passport,0
sister cute looks sweet,1
dictator strong people spoke hungry stupid,0
hope live see korea free heck hope live see free us,1
c control north korea,0
kim jong un horse comes breath,0
basically sister controls,0
sissy kim jong un scared scary smile made shiver fun,-1
see title mind dictator think donald trump,0
clapping like life depends happens,1
north korean ruler pizzer eating,0
james franco better,1
north korea gets ideas direct propaganda united states liberal,1
trump putin kim jong un year,0
humpty dumpty riding horse scene takes,0
better north korea,1
reptile brain ordered us countries world countries clubs churches schools companies governed hierarchically,0
kim modern asi chapo,0
imagine kim hezzy stops,-1
dangerous woman,-1
wow good clothes,1
looks like women murder mission want play innocent,1
congratulations beautiful propaganda political information mixing facts many assumptions opinions,1
hey got right pen bic anything like two schmucks middle definitely closed want us think,1
americans westerners always think one nation follow political system leader dictator gives bad name whatever miss every country people values norms way political system traversed adapted people,-1
think big misunderstanding kim found sweet boy hoped pres dent usa kim good sweet person,1
wondered kim yo jong snap tongue smell something,0
putler best friend,1
mark rutte second cousin,0
media western nations hate polish shoes true person resilient person towards west respect kim,1
western likes make stories lies,0
valid require approval,1
putin signed sakhalin confiscation shell mitsui mitsubishi stock crisis growing investors insurance companies banks afraid investing russia gazprom pay dividends shares lost sedia investasi rusia usaha rusia,-1
bird dangerous imagine girlfriend suspects mess,-1
erytrea also regime dictator,0
vedio forbids om,-1
want know kim smartphone tablet lol want know internet whatever lmao,1
talk kardashian much first talk,0
course uncle aunt run dry cleaning lmao business,1
north korea built underground tunnel reaches state sneak us sending threat air disturbance army secretly enter secret tunnel,-1
confusing two girls suffer effects nerve agents,-1
like truly shark,1
woman scared kept,-1
kim yo jong like underboss,1
imagine came kim yo jong wife o o,0
throw apple air label kim suitcase,0
continued stare see applauded enough enthusiasm,1
incredibly said something like stopping visuals applauded immediately wrote bearing notes stopped claping hands touched everyone trying pat get like like donald trump reli,1
really dead,-1
decide invalid lmao,1
really think wife eye chinese eyes,0
joy go also see democracy words,1
pos,0
beautiful documentary film lip grandfather extraordinary,1
one comment fact children smiling,1
horse eating much better korean people,1
salvation army,0
one first old communist whether family whether family funeral,-1
fat man tough sister,-1
often print see fall north korea two countries reunite life time born east germany former democratic republic germany gdr actually lived country reunited unification different type never seen never reunification wende mauerfall returning germany match difference part event might historic since age proud see happen coloric p hand even bit evil wonder anybody outer nk figure thouch plans etc double assassination two kims sounds casy even prayed least opportunity possibility modern time weapons know last man also think even military even last kimer react types strikeback left eyes thing could get separation far childhood thoughts end mind experiment p,-1
feminist men start wars south korean facilities explode feminist,-1
pay attention grandchildren father clapped grandfather longer video cassette prosecutor clapped father grandchildren clapped father grandfather,-1
bad mean dennis rodman adores laughing laughing,1
mostly propaganda film,-1
funny fat man control country,1
prince galaxy,0
surprised brother maintain lower profile regime known take anyone spoke negatively let alone working tge cia,-1
must son one knows way regime stops must plan set,-1
horse speaking cruelty animals,-1
boy regime,0
fact person overweight country,-1
             ,0
person next far cry criminal,-1
stopped watching soon min lee compared north korea baptist father seriously trust north korea western propaganda,-1
selfish person dictator lifetime egoist plump like hunger people quite lot bulls wiped military think choices watch comments thank comments watched ukraine comments small,0
dang north korean women beautiful,1
beautiful kimjon medea tarnished reputation yeat honest country lot progress,1
like india,1
looks like doofus horse,1
trust whatever us said us credibility,1
good job nat geo,1
save,1
beautiful one gives gawk hook,1
sad happened north korea funny journalists american british politicians talk peaceful world,1
dystopia,0
extraordinary literally whoever makes makes available freely mvp,1
dare bet good friends facebook spread lies disinformation,1
north korea kim jong need released putin,0
bad people bad leaders bad companies bad friends corrupt crazy living old world past,-1
feel sad north koreans really without mercy kind really countries people suffer rather survival democracy bdy live like world change live happily without limits without war without fighting may god kill rough people become good place world,-1
get rid everything,0
give pigs,0
makes laugh first seconds,1
needs story mental patients,0
girl survive,0
fact get free documentary youtube national geographic really really gift well like free candy obtained kiddz unknown car tasty,1
extraordinary documentary,0
un like american woman,1
nikola kova evi serbi bosnia croatia everywhere,0
bad prime mister,-1
documentary suit monster humanization right way leave,-1
even good police bad police must approve candidates disagree,-1
efforts take time sink guy great know school,1
wants maintain strength korean people starve,1
sounds wrong like movies actor cool stories original kings walking without talking rules overs voice computers moderated,1
could rise quickly moved horse,0
felt bad man never asked also lmao killer,-1
understand korea one korean another korean boy country democratic country nature korean,0
please upload bands band abroad,1
imagine one swiss children studied kim youth,0
watched good amount documentary north korea,1
north koreans love clear see everyone think good man,1
early kim looks like badass napoleon leave,1
forgive stupid question understand nerve agent deadly girl die nerve agent hand,-1
diktator dilema taking justin trudeau,0
nat geo goes north korea making documentary filmer,0
massacre leading government ethiopia getting worse worsened world never seen,-1
shame lirs g nations lied infrastructure projects money reserves africa brics new global members beware africans wake african people dependence neocolonization say longer western invaders,-1
else,0
india ray large team said india india large team,0
failed american interventions,-1
kim jong un moon one state joseon,0
dictator best,1
north korea several areas look good uniforms good dress,1
interesting one next canadian dictator,1
wearing hat also feels uncomfortable,-1
north korea country alone shown really sad citizens know anything world,-1
ruled north korea kim,0
big problems years old became egyptian pharaoh lol,0
think citizen pretended citizen brazil compatriot fake documents brazilian embassy czech republic legally study switzerland,-1
stuips,0
know korean army clearly horse strong,1
documentary film strange feel like learned something substantial bs person special postal dictator doubt good thing comes leadership,1
still seeing something evil us european,-1
switzerland due lack diversity,-1
good work take friendship kim nuclear weapons west devil state usa understand strong america never stupid attack north korea,1
sjw must use ambassador amber council returns picture board,0
see propaganda enters think people shot orders ims sisters thought,-1
national geographic may change name national politics,0
north korean defectors even admit lie best selling books,1
remember united states bombed destroyed korean population carpet bombings,-1
north korean government criminal regime propaganda news channel spreads us narrative almost every problem,-1
imagine country difficulty finding date,-1
always call dictator leaders,0
sure immediately man slept looks crazy,0
surprised invaded korea wrapped ukraine sending billions dollars borrowed china sent weapons regulations focus worlds,-1
country better west,1
documentary film impartial looks like person bad news,-1
compact top cake,1
fears world placement makes dangerous,-1
whole world hate china russia communism supremacy people strength,-1
putin lied people,-1
horse cried,-1
dilemma dilemma kim entourage dilemma clear reason need explain,-1
believe believe film body tree near end listener winner treat happiness idates,1
beware lude media american traitor,0
yen getting tac missile,0
meanwhile yen gray destroyed,-1
us turn whole korean peninsula ashes asking us,0
boom ba boom new generation new resolution,0
boom let v vendetta,0
communism mature reaches peak result let communism lovers go north korea live rest lives,1
trump makes like north korea,1
themes questions answers wrong especially attraction,0
bro china,0
thank free documentary national geographic,1
every picture see environment around kims highest high quality position first class one million north korean people died starving regimes live luxury nation starving,-1
kim younger sister looks like combination unsafe arrogant truly cruelly psychopathic,-1
really respect north korea beloved leader kim jong un right nuclear weapons right protect country like america right protect united states nuclear weapons well russia right nuclear weapons must protected country,1
see kim obese people starving disgusting,-1
truth believe information documentary film manipulated miss weak person,-1
interview taman yeonmi,0
forget dictator concentration camp million slaves listen yeonmi park,-1
overwhelmed weight people die starvation,-1
except west criminal wow,1
rule maker,0
smart dictators best stupid dolls,1
person joke,1
choice bring brother manuel andrade rodriguez rivera martinez johnson espinoza rivera vs united states trump obama kamala biden jill biden,1
thing happens space,0
kim jong un maniac ask,-1
imagine netflix amazon series called regime kim jung un sister runs north korea movie criminal material like,-1
mr kim finally support america conflict war china may salvation people become true korean hero changed country paradise korea,1
kim sister scary like solved problem problem crazy pressure would surprised truly psycho north korea solve food problems build dome farms let people run create circle trade,-1
want jeem dalk bottle dae jong bu,1
interesting airport camera pointed degrees perpendicular table killer handler communicated target details,-1
mellow bubbles roughly jumped bioinformatical transactions interfere cougar holistic speeds strict valuable systems,1
youtube google promotes communist midget censoring conservatives problem,-1
maybe kim jong un bait highest leader,0
cth,0
kim jong un switzerland child normal body weight soon returned north korea instantly western countries rich normal weight one poorest countries earth people suffer even die hunger become fat evidence communism pure evil,-1
looks better westerners,1
violence terror pffff live nk,-1
good horse,1
global hegemony dilemma petrodollar fraud destroyed national debt trillion dollars inevitable deaths getting closer,-1
westerners make documentary films people countries understand go ancient history korea understand north korea independent country good talented people,1
hat cameraman,0
think person n korea overweight,-1
welcome communism socialism,1
yes silly clown lives tunnels safe households,1
kak scared person,-1
kim needs latina wife,0
kim jong un jermaine rashaun henderson putra born jewell,0
n korea destroys united states dictator really miss hollywood films bear,-1
western media calls dictator make us see crime coming countries claim democratic still colonialist string attract countries say west satisfied let country become cheap labor site western waste accomplices biased monetary system democratic cross army seen results afghanistan libya iraq etc,-1
americans allowed nuclear weapons god decision,-1
give idiot lot credit really hates west really likes everything,-1
little,0
marshal cosmic jin xiaopang,0
ae,0
kim open predecessor,0
brilliant documentary film entirely main source mes kim,1
want say go queen sister like cruel cruel scary worse kim smile face,-1
documentary plot twist sponsored kim jong un,0
real life azula avatar reference,0
feel sorry horse brought opening scene fat ride anything,-1
nuclear weapons stomach,-1
blimey many people make girl boom boom prank,0
see people divided single country colleagues speak language share culture heartbreaking,-1
one day ngc broadcast documentary film rajapaksa family makes beautiful island country bankrupt named sri lanka become rich family world people dead due mall nutrition,-1
one felt sorry horse beginning,-1
nice kim jong un great north korea controlling south korea,1
lol think kim fall love trap joke,1
wow north korean people really control video,1
topical western propaganda bring someone bad,-1
mean dictator korean people love dictator show love,1
oh gosh,0
message,0
want know get camera access film kim slam criticize told authorities said documentary whether record say whatever want say regardless north korea take,-1
clapping arrival,0
tell country finally opens invest imagine excited people finally able make living take time see progress quite quickly really want,1
best ruler ever good contribution presidential support aware conditions time mind,1
approve interviews documentary explains joking little,1
thought extraordinary plot film bond,0
tell tunnels europe us north korea many facilities deep floor,0
woman apply nerve agent brother face hands thought baby oil harmless face cream joke also died knows well done must use significant protection avoid death executed fortunate escape,0
today dias aloha nehow intro babel usa amayoricckkkka us saint louis missouri seut st louis mrs ms miss mr mantra missouri get oxygen without air conditioner get fresh fresh air windy almost reason reminder letter r guest earth plate whether choose nt promise nt aste intro babylon usa amayoricckkka us land fowl dragon frogs esetera fowl c peabody clinton warn endposter z tats ne aloha quuy meet well sevule suki quy meets trees respect released well sevule married quy suki guadanse uno kimberly tats r tats r mk live personal life every time fowler lying hang return foreigners independent eteter clemency mushos nehow idates,1
honest opinion north korea keep away others want survive,1
kim one fat man country lol,1
looked rather scary sitting horse,-1
kim jong un sister year younger honestly looks older,1
journalist woman full hatred,-1
joey brother,0
really good experience find lot isolated king country could stop subscribing national geographic,-1
found wait watch tomorrow,0
life without christ life yeus loves much gives life every person reads sinner one us good fail need savior believe christ find true sincere happiness life live next time,1
way embarrassing cia kill hundred thousand people destroy countries,-1
passport brazil silent lol,1
americans killed many people north korea americans act innocent world angel,-1
informative dynamics strength family kingdom nk extraordinary wealth visual documentation little discussed unique truly important chinese role maintaining heinous regime china continues employ north korean slave workers namely trivial wages owe workers nk treasury instead russia even poland involved racket typical western reports nk emerged sanitation compared reports defectors nk think americans worried nk rather continue people therein lies problem,1
fact one day die matter much tunnel avoid,-1
china easily make north korea release nuclear make north korea collapse china refuses sell everything need cause north korea bad china never turn north korea china want american allies like korea democrats united borders,1
heard female killers thinking something else,-1
course grateful born state dictatorship,1
youtube best news channel past present events,1
earth holly woman affected poisson get oil hands,-1
kim jong un die soon enough,-1
north korean brick saw lol,1
commie socialist nationalists,0
perhaps ne aloha comment prove things gust babylon usa amayoriccckkkka us intro dose song brown game inherited big bagy backckkk world men,0
h want country evolve survive past decision sister,1
hope pray soft leader,1
kim johns,0
reverse prank,0
internet fall information strength,1
disagree america disagree liberals cancel america worst place human rights ask christian priest,-1
according us modern legal country means letting america sell culture like christianity allow take minerals resources,1
kim jun moon face,0
silly documentary american propaganda like,1
love leave western rules,1
women need freed involved need record execution send north korea,1
thing world noticing nuclear amount magnitude rubbish unrastructed surrender instant immunity,0
every independent leader called dictator,0
cussie thomas lost good biting,1
documentary upper level agreement captivated every second,1
watching,0
national biography videos,0
like documentary like normal person,1
large teaching aids production making us news given media,0
soon started document saw chunky boy drove along dirt road horse caught attention,-1
washington post left hatred,-1
really swear girl made lips probably greater loung lol also lawyer firm man ever seen,1
goodness came west lolz,1
really frightened sister united nations seemed tyrannical unstable sister became cold counting hobby hold card near chest played scary role brother life cheshire smile break presence,-1
non pub dictator moments must mandatory events comments kim diktator ung creative mentality mass enggual possible atic nation comens cesarean roma,1
glory north korea,1
wish saw rest life,1
reached generation pulses cells proton collapse recovery  e,-1
hard believe everything depends one man everything really stupid unbelievable dictator controls whole country right hand,0
gangnam style,0
make one dictators england called bor johnson instead concentrating old korean old north korea russia china ordinary stereotypes want trust criminals na rub start shifting propaganda machine west little maybe might wake people stupid blinded lies fraud thank,-1
imagine dynasty regime actually considered western,0
one biggest enemies democracy western coca cola united states,-1
nikola meet kim jong un talk time spend together,0
kim seen another planet think good leader,1
deadly nerve agent hands fine gmab,1
thought man joe rogan voice first came,0
carefully stared audience see clapping,1
heyy get southern river yalu river,0
dictator comes swiss education system,0
random things saw day,0
never guess kim leaves north korea child study abroad,0
true story,1
korean people brown nosers kim,0
worm marketing balance sheet partly wrong proportional complaints mainz district court important reason lack knowledge international profit diploma business economist bor micel diploma,-1
actually extraordinary even though terrible crime besides impressed planned perfectly actually quite scary,-1
north korea north korea largest country world,0
looks strange riding horse,-1
lol cool seems run country like family business,1
bruh kuda malang forced carry mini truck back hope fine,1
free place left earth humans stop breaking,1
disgusting like men money power,-1
tall weight weight,0
women cry,-1
tell decided calm dictatorship would found dead contrary power system anyone opposes deleted matter balance,-1
several types idiots kimmy silly,0
small hand like,1
endangering,0
murder brother proves try change anything,-1
trying stupid want change start people poor completely hungry die streets,-1
start making sure people food rather starving death streets,-1
dictator big decision make eat hearts hearts,1
tell sister collide opinion sister end,-1
imagine classmate kim jong un,0
see fear eyes people,-1
kim fat like badge,1
interesting documentary think hearing testimony women cheated murder interesting terms presenting information also think reduce dramatization little excessive anyone examined subject north korea dictatorship imagine make value education made feel like film film documentary right way,1
horses good strength,1
really hunt north korea documentary gold,0
reminds interview,0
release one queen elizabeth one greatest dictators,1
ahh haircut,0
send,0
apart comments documentary film extraordinary job displaying nk inside lucky see two money young world see,1
kim find terrible statement,-1
north korea disappears one cares bit,1
one north korean ruler lives west incorrect,0
bad country dictatorship,-1
wait think national geographic makes videos animals oh,0
hope ride horse like,1
isolation outside world mean outside western world north korea good relationship china russia asi countries think isolated west thinks pool big sea,-1
bush obama tony blair real dictator,0
happen decides move united states,1
dictator dilemma bor resign,-1
laks doku several points kim school years bern switzerland said,0
another crazy dictator,-1
family events wife sister must fun,1
female species deadly male,0
wondered western channels make documentary mafia bush obama,0
even wants much even fight power kind mascot arrest house several generals one would endanger could easily take strength even one would realize north korea family clan power involved different crimes possible delete starving thousands weapons around civil war north korea,-1
person symbol crime,-1
making documentary bashar al assad dictator syria times person,0
think describe us,0
name kim jong makes stressed,-1
strange stop praising kim jong un started record,1
one single main information new insight information stale food scraps sold new news,0
year,0
seems kim jong un paying national geographic describe good leader facts reality truly opposite,1
waiting one watch long thank,1
god like soviet union stalin people live praise total fear one knows,1
north koreans never tighten belt statements age right one tightening belt one around kim jong waist develops every day,0
person hopes situation like fitness goes blood,1
kim jong nam betrayed family paid price,-1
garbage controlling hearing visuals others brain robot dies sheep sad sad sadness,-1
boy horse first exercising wait north korean army front door,0
wow see way sister walks language body says everything,1
boss,0
boll ck total hate regime made cia rubbish,-1
welcome party clapping clap wildly everything,1
feeling sorry horse beginning,1
language kim friend talking english swiss german,1
world naive comes heritage dictatorship matter next blood educated maintain strength tighter previous generation knows rights given power,1
thank episode aired,1
non clapping executed,0
korean war never ends,-1
kim jong un likely victim existence really may puppet country controlled countries maybe china even detained elite knows,-1
nutter save ans switch,1
hello sir,0
unfortunately horse bad back good news makes full recovery,-1
anyone believe story killer girl sounds like total bs,-1
sister really looks pure evil,-1
every country united nations starting us criminal person different us genocide homocide human trafficking check check check kim korean version dirtbag european invaders hated,-1
wow never realized national geographic biased,1
horse beginning really struggling,-1
man became fat rest people starving come judgment day certainly want shoes omg horror horror,-1
one time tyranny always tyranny besides looks like modern pig drives donkey,1
first get rid financial files,0
believe everything watch produced state dprk us invade dprk long time direct big weapons towards south korea young kim different father may still young brain steel nerve,-1
go switzerland leave security,1
portable toilet sad,-1
clap hands,0
great attacks way,1
loyal allies china,1
roleplayer,0
family regime chinese doll,0
informative video thank,1
follover putin even worse bbbbbb,-1
hereby take opportunity thank national geographic free documentary films want thank government kenya,1
thank national geographic beautiful video,1
every leader dancing desired west night become dictator,1
dictators biden trudeau johnson television,0
respect mr kim jong un,1
wait neural agent kill kim jong nam girl hand,-1
yes funny hear us call north korea crime cartel opium production afghanistan skyrocketed audience,1
american television network recorded video condemned totalitarianism could cause laughter country used struggle democracy tool dirty deeds essence democracy distorted captured elite right open mouth north korea,-1
klaus fider,0
might trump,0
kim yo want sakmydik,1
nd donald trump president america,0
girls problems things hands,-1
horse prayed dear life would die weight,-1
man still alive government yet,1
xd,1
joe biden dictator go brandon,0
america dictator world,0
violence racism us anywhere,-1
sister person must fear,-1
simple needs jesus stops trying dictator kills,-1
kim yo jong looks like cold figure,1
know anything north korea documentary shows western hates korea,-1
people like sell momo country india,1
man looks depressed happiness often experiences knows legacy stored looks genius thank natgeo,1
head people bigger explodes oink oink oink,0
really beautiful smile want meet tell,1
well think prostitute always,1
greetings bolivia bravo,1
ok leave alone period,0
think us england never rule violence nuclear weapon included criminal cartel still us,-1
dennis rodman brought lol flip coreal,1
wondered countries guts deal north korea stopped tightly,-1
documentary film american brutality murder millions innocent people attacking weak countries forces rules killed,-1
saw naked feet children passing background seems unlike summer remembering thick coat wear,0
country extraordinary open world receive help people understand person eat steak lobster people starving people loyal afraid big differences ego pride bigger donald trump,1
girl crying kim jong un stop crying feed hungry dogs,-1
even north falls really better time live souths government congolrarates group runs south korea people true actually complete opportunity progress society large number people sucides move us,1
wow single people manipulate whole country,1
country came first life america destroyed ukraine,-1
era kim jong un leadership determine whether north korea built destroyed world changes aspects,-1
pay attention really people show faces camera know crazy slander person openly,-1
understand indonesian language wkwkwk,0
years old looks older,0
clean,1
waiting katy perry tbh,0
think video made years ago show interaction donald trump,0
maintain insulation maintain power,0
called isolation outside world brought north korea sanctions imposed world simplycence country disabled excluded world unless become doll new world order,-1
legitimate modern leaders comment jokes parts global propaganda brainwashed world mentioned corrupt modern leaders continue make documentary,0
strange country living japan south korea knows time anything attacked sad,-1
love siti aisyah one day capital,1
bruh ask journalist tracks literal ghost like entire state track ask well hidden journalist track kim jong un,1
making notes america canada time,0
like documentary starts yes terrible north korean dictator life climbed power ended yes sister worse,1
end traitor film see kim jong nam first crossed red line endangered security north korea national end fair,1
meeting everyone clapped hard clap would happen,-1
killing tyrant celebrated aoc racist forces,-1
good job way,1
maybe one young global leaders klaus takes around,0
put k video please thank,1
kim rides good horse solve constipation problems,1
horse quite beautiful,1
fact everyone military gathered kim jong un north korea would free,1
big lies kim actually pretty good man good basketball player really know tv tells us recently see many contradictions lies like play ski north korea sweet powder,1
title seems send message certain level feel sorry maybe title dictator outside evil appropriate directly responsible deaths millions people exploited tortured slave camps thank documentary,-1
feel like mute documentary topi goes natgeo team,1
everything called north korean leader born woman imagine father brother husband dictate every step lives,0
ok far kim wife sexy beautiful,1
view ish kim sister said everything looked said,0
yes female judges without strong evidence using word deadly good,1
interesting documentary film thank sharing,1
everyone comments afraid mention name kim,0
