text_stopword,text_akhir,label
"['want', 'funny', 'story', 'distant', 'universe', 'creator', 'created', 'planet', 'called', 'earth', 'created', 'beings', 'called', 'humans', 'put', 'earth', 'humans', 'went', 'bad', 'evil', 'remedy', 'situation', 'creator', 'came', 'earth', 'killed', 'paid', 'evil', 'humans', 'went', 'heaven', 'think', 'story', 'let', 'know']",want funny story distant universe creator created planet called earth created beings called humans put earth humans went bad evil remedy situation creator came earth killed paid evil humans went heaven think story let know,-1
"['calling', 'people', 'islam', 'true', 'religion', 'sent', 'god', 'humans', 'islam', 'true', 'faith']",calling people islam true religion sent god humans islam true faith,1
"['national', 'geographic', 'like', 'nature', 'documentaries', 'propaganda', 'best', 'keep', 'best', 'leave', 'fake', 'news', 'media', 'like', 'cnn', 'rest']",national geographic like nature documentaries propaganda best keep best leave fake news media like cnn rest,1
"['happy', 'prank', 'people', 'routinely', 'deserve', 'least', 'go', 'trial', 'defending', 'difficult', 'thoughts', 'whether', 'might', 'pranking', 'someone', 'allergy', 'constituent', 'substances', 'conscience', 'carry', 'act']",happy prank people routinely deserve least go trial defending difficult thoughts whether might pranking someone allergy constituent substances conscience carry act,0
"['excellent', 'thanks']",excellent thanks,1
"['clapping', 'like', 'life', 'depend', 'laughing', 'loud']",clapping like life depend laughing loud,0
"['let', 'forget', 'north', 'koreans', 'currently', 'considered', 'criminals', 'position', 'west', 'got', 'involved', 'war', 'little', 'war', 'left', 'country', 'torn', 'two', 'millions', 'deaths', 'created', 'scenario', 'part', 'world', 'decided', 'better', 'live', 'life', 'crime', 'cooperate', 'could', 'anyone', 'believe', 'say', 'war', 'prevented', 'nuclear', 'war', 'country', 'actually', 'used', 'nukes', 'opposing', 'team', 'beyond']",let forget north koreans currently considered criminals position west got involved war little war left country torn two millions deaths created scenario part world decided better live life crime cooperate could anyone believe say war prevented nuclear war country actually used nukes opposing team beyond,0
"['smear', 'deadly', 'nerve', 'agent', 'someone', 'face', 'without', 'dying', 'hand']",smear deadly nerve agent someone face without dying hand,-1
"['pale', 'horse', 'looked', 'like', 'one', 'running', 'nation', 'little', 'sad', 'lonely', 'kim']",pale horse looked like one running nation little sad lonely kim,-1
"['believe', 'kim', 'jong', 'un', 'much', 'drip', 'kid']",believe kim jong un much drip kid,1
"['strange', 'one', 'dares', 'call', 'leaders', 'worlds', 'dictator', 'dictator', 'dictating', 'almost', 'countries', 'world', 'force', 'sanctions', 'yet', 'quick', 'call', 'leaders', 'dictator', 'refues', 'bow', 'demands']",strange one dares call leaders worlds dictator dictator dictating almost countries world force sanctions yet quick call leaders dictator refues bow demands,1
"['good', 'morning', 'north', 'korea', 'great', 'day']",good morning north korea great day,1
"['america', 'clue', 'done', 'said', 'behind', 'closed', 'doors', 'north', 'korea']",america clue done said behind closed doors north korea,-1
"['north', 'korea', 'basically', 'mexico']",north korea basically mexico,0
"['surprised', 'horse', 'beginning', 'break', 'back']",surprised horse beginning break back,0
"['better', 'remove', 'take', 'north', 'korea', 'let', 'americans', 'japans', 'south', 'koreas', 'take', 'north', 'korea', 'become', 'one', 'korea', 'add', 'heavy', 'duty', 'dmz', 'put', 'china', 'ussr', 'russia']",better remove take north korea let americans japans south koreas take north korea become one korea add heavy duty dmz put china ussr russia,1
"['love', 'nk', 'great', 'country']",love nk great country,1
"['production', 'team', 'documentary', 'deserves', 'award']",production team documentary deserves award,0
"['enough', 'kju', 'aka', 'slug', 'wicked', 'witch', 'east', 'flying', 'take', 'care', 'business', 'keeping', 'dprk', 'firmly', 'dark', 'ages']",enough kju aka slug wicked witch east flying take care business keeping dprk firmly dark ages,0
"['us', 'veterans', 'ask', 'north', 'korea', 'help', 'student', 'loan', 'debt']",us veterans ask north korea help student loan debt,0
"['let', 'right', 'thing', 'help', 'countries', 'get', 'relief', 'shame']",let right thing help countries get relief shame,1
"['united', 'states', 'military', 'veteran', 'student', 'loan', 'debt', 'percent', 'forgiveness', 'congress', 'department', 'education']",united states military veteran student loan debt percent forgiveness congress department education,0
"['united', 'states', 'military', 'veteran', 'student', 'loan', 'debt']",united states military veteran student loan debt,0
"['keep', 'hinting', 'wants', 'go', 'legitimate', 'likes', 'appearance', 'legitimacy', 'loves', 'god', 'kim', 'laughing', 'loud']",keep hinting wants go legitimate likes appearance legitimacy loves god kim laughing loud,1
['dictator'],dictator,0
"['smartest', 'eu', 'politician', 'orban', 'first', 'thought', 'shot', 'foot', 'european', 'economy', 'actually', 'shot', 'lungs', 'suffocated', 'yes', 'countries', 'become', 'involved', 'policy', 'sanctions', 'sooner', 'later', 'brussels', 'admit', 'mistake', 'sanctions', 'achieve', 'goal', 'moreover', 'sanctions', 'opposite', 'effect', 'orban', 'added']",smartest eu politician orban first thought shot foot european economy actually shot lungs suffocated yes countries become involved policy sanctions sooner later brussels admit mistake sanctions achieve goal moreover sanctions opposite effect orban added,0
"['documentary', 'smells', 'like', 'propaganda']",documentary smells like propaganda,0
"['see', 'missed', 'meal']",see missed meal,0
"['think', 'fat', 'north', 'koreean']",think fat north koreean,0
"['moral', 'relativism', 'fun']",moral relativism fun,1
"['would', 'north', 'koreans', 'get', 'message', 'messages', 'fillings']",would north koreans get message messages fillings,0
"['drugs', 'guns', 'illegal', 'activities', 'power', 'trip', 'base', 'north', 'korea', 'wow', 'exactly', 'like']",drugs guns illegal activities power trip base north korea wow exactly like,-1
"['clips', 'kim', 'jung', 'un', 'looking', 'lost']",clips kim jung un looking lost,0
"['news', 'documentary', 'like', '_national', 'geographic', 'hacked', 'north', 'korea_']",news documentary like _national geographic hacked north korea_,0
"['humans', 'cancer', 'earth', 'hope', 'whole', 'generation', 'two', 'legged', 'creature', 'wiped', 'face', 'earth']",humans cancer earth hope whole generation two legged creature wiped face earth,1
"['first', 'name']",first name,1
"['guy', 'legend']",guy legend,0
"['know', 'much', 'things', 'outside', 'africa', 'system', 'growth', 'prosperity', 'nation', 'narrative', 'north', 'korea', 'bad', 'propaganda', 'cause', 'coming', 'point', 'view', 'always', 'wonder', 'oppressed']",know much things outside africa system growth prosperity nation narrative north korea bad propaganda cause coming point view always wonder oppressed,-1
"['see', 'gangsters', 'khandani', 'gangsters', 'world', 'hahahahaha']",see gangsters khandani gangsters world hahahahaha,1
"['need', 'nuclear', 'triggers', 'back', 'briefcases', 'actor', 'guild']",need nuclear triggers back briefcases actor guild,0
"['know', 'answer', 'probably', 'simple', 'women', 'get', 'affected', 'nerve', 'agent', 'absorbed', 'skin']",know answer probably simple women get affected nerve agent absorbed skin,1
"['america', 'really', 'sh', 'want', 'know', 'something', 'say', 'thats', 'classified', 'speak', 'get', 'censored', 'hear', 'kim', 'dictator', 'huh']",america really sh want know something say thats classified speak get censored hear kim dictator huh,1
"['hunter', 'biden', 'needs', 'pay', 'crack', 'bill', 'owes', 'rocket', 'kim']",hunter biden needs pay crack bill owes rocket kim,0
"['one', 'major', 'issues', 'hilary', 'clinton', 'giving', 'pant', 'suites', 'stooled']",one major issues hilary clinton giving pant suites stooled,0
"['guy', 'joke', 'sorry', 'looser']",guy joke sorry looser,-1
"['get', 'girls', 'die', 'hands', 'surely', 'would', 'seep', 'skins', 'pores', 'way', 'nam']",get girls die hands surely would seep skins pores way nam,1
"['wow', 'guys', 'notice', 'flashes', 'hand', 'stop', 'clapping', 'robots', 'stop', 'immediately', 'grab', 'pen', 'notepad', 'amazing', 'fear', 'never', 'live', 'like', 'sorry', 'way']",wow guys notice flashes hand stop clapping robots stop immediately grab pen notepad amazing fear never live like sorry way,0
"['look', 'way', 'wail', 'upon', 'death', 'kim', 'jung', 'ill', 'nationwide', 'drama', 'forcefully', 'created', 'play', 'drama', 'going', 'education', 'camp']",look way wail upon death kim jung ill nationwide drama forcefully created play drama going education camp,-1
"['great', 'guy']",great guy,1
"['video', 'flew']",video flew,0
"['godfather', 'analogy']",godfather analogy,0
"['wow', 'really', 'think', 'enough', 'ad', 'breaks', 'documentary']",wow really think enough ad breaks documentary,0
"['usa', 'joking', 'albert', 'yiadom', 'acquah', 'illegal', 'security', 'personnel', 'war', 'ghana']",usa joking albert yiadom acquah illegal security personnel war ghana,-1
"['ghana', 'needs', 'missiles', 'discipline', 'criminals', 'holding', 'electronic', 'machines', 'illegality', 'ghanaians', 'particularly', 'albert', 'yiadom', 'acquah', 'cos', 'help', 'us', 'defeat', 'ghana', 'hostilities']",ghana needs missiles discipline criminals holding electronic machines illegality ghanaians particularly albert yiadom acquah cos help us defeat ghana hostilities,1
"['yes', 'clap', 'else', 'meet', 'faith', 'outback', 'hungry', 'dogs']",yes clap else meet faith outback hungry dogs,0
"['gandhi', 'blunder', 'allow', 'cancer', 'remain', 'india']",gandhi blunder allow cancer remain india,0
"['really', 'hope', 'people', 'stage', 'revolution', 'kim', 'crime', 'family']",really hope people stage revolution kim crime family,1
"['daily', 'reminder', 'north', 'korea', 'actual', 'leader', 'spoiled', 'child', 'idea', 'real', 'world']",daily reminder north korea actual leader spoiled child idea real world,0
"['c', 'evil', 'eyes', 'thr', 'greed', 'fame', 'power', 'pride']",c evil eyes thr greed fame power pride,-1
"['way', 'wonder', 'people', 'free', 'capitalistic', 'inclined', 'social', 'economical', 'legal', 'system', 'develop', 'chinese', 'system', 'later', 'similar', 'asian', 'dragons', 'may', 'profitable', 'kim', 'north', 'korean', 'people', 'philips', 'computer', 'screens', 'made', 'china', 'kim', 'needs', 'european', 'open', 'yet', 'focussed', 'strategy', 'social', 'development', 'policies']",way wonder people free capitalistic inclined social economical legal system develop chinese system later similar asian dragons may profitable kim north korean people philips computer screens made china kim needs european open yet focussed strategy social development policies,0
"['thus', 'pronounce', 'devil', 'siblings']",thus pronounce devil siblings,0
"['good', 'goose', 'good', 'gander', 'assassinating', 'political', 'adversaries', 'around', 'world', 'decades', 'someone', 'else', 'heinous', 'crime', 'brother', 'traitor', 'dealing', 'enemies', 'cia', 'would']",good goose good gander assassinating political adversaries around world decades someone else heinous crime brother traitor dealing enemies cia would,1
"['one', 'day', 'would', 'die', 'judge']",one day would die judge,0
"['put', 'oil', 'hand', 'nerve', 'agent', 'dead']",put oil hand nerve agent dead,-1
"['expecting', 'lie', 'national', 'geographic', 'everybody', 'knows', 'video', 'shoot', 'inside', 'north', 'korea', 'without', 'permission', 'government', 'something', 'head', 'believe']",expecting lie national geographic everybody knows video shoot inside north korea without permission government something head believe,0
"['hidden', 'kingdom', 'impressive', 'thanks', 'national', 'geographic']",hidden kingdom impressive thanks national geographic,1
"['feel', 'like', 'kim', 'jong', 'un', 'generally', 'good', 'person', 'way', 'raised', 'family', 'history', 'made', 'seem', 'messed']",feel like kim jong un generally good person way raised family history made seem messed,1
"['thought', 'national', 'geographic', 'animals', 'saw', 'kim', 'jong', 'un', 'thought', 'oh', 'right']",thought national geographic animals saw kim jong un thought oh right,1
"['trivialize', 'horrors', 'regime', 'looks', 'like', 'scientology']",trivialize horrors regime looks like scientology,0
"['fantastic', 'truly', 'wonder', 'must', 'feel', 'like', 'power', 'great', 'documentary']",fantastic truly wonder must feel like power great documentary,1
"['kim', 'riding', 'horse', 'mind', 'money', 'jiggle', 'jiggle', 'folds', 'like', 'see', 'wiggle', 'wiggle', 'sure']",kim riding horse mind money jiggle jiggle folds like see wiggle wiggle sure,1
"['dictators', 'small', 'penisis', 'donald', 'trump', 'wants', 'dictator']",dictators small penisis donald trump wants dictator,0
"['fact', 'tube', 'fact', 'checked', 'blessing']",fact tube fact checked blessing,0
"['boy', 'sister', 'smug', 'vicious']",boy sister smug vicious,-1
"['see', 'fat', 'little', 'fingers', 'well', 'fed', 'face', 'revolting']",see fat little fingers well fed face revolting,-1
"['kim', 'sister', 'looked', 'like', 'smug', 'mehniacal', 'witch']",kim sister looked like smug mehniacal witch,0
"['answer', 'sentence', 'rule', 'iron', 'fist', 'kill', 'opposition']",answer sentence rule iron fist kill opposition,0
"['anyone', 'north', 'korea']",anyone north korea,0
['thanks'],thanks,1
"['salome', 'peace', 'meditation', 'old', 'lyran', 'salome', 'gam', 'nan', 'ben', 'urda', 'gan', 'niber', 'asala', 'hesporoona', 'german', 'friede', 'sei', 'auf', 'der', 'erde', 'und', 'unter', 'allen', 'geschöpfen', 'english', 'peace', 'earth', 'among', 'creatures', 'hindi', 'अमन', 'त', 'ज़म', 'न', 'पर', 'रहन', 'सहन', 'और', 'स', 'र', 'ज', 'व', 'म', 'रहन', 'स', 'ह', 'malay', 'kedamaian', 'bumi', 'makhluk', 'arabic', 'السلام', 'على', 'الأرض', 'وبين', 'جميع', 'المخلوقات', 'chinese', 'traditional', '和平是地球上的', '也是所有生物中的和平', 'korean', '평화는', '지구와', '모든', '생물', '사이에', '있다']",salome peace meditation old lyran salome gam nan ben urda gan niber asala hesporoona german friede sei auf der erde und unter allen geschöpfen english peace earth among creatures hindi अमन त ज़म न पर रहन सहन और स र ज व म रहन स ह malay kedamaian bumi makhluk arabic السلام على الأرض وبين جميع المخلوقات chinese traditional 和平是地球上的 也是所有生物中的和平 korean 평화는 지구와 모든 생물 사이에 있다,0
"['way', 'sister', 'constant', 'smirk', 'face', 'creepy']",way sister constant smirk face creepy,-1
"['women', 'muslims']",women muslims,0
"['interesting', 'national', 'geography', 'see', 'video', 'dictator', 'usa', 'seen', 'none', 'far', 'world', 'need', 'knowledge', 'well', 'country', 'leaders', 'america']",interesting national geography see video dictator usa seen none far world need knowledge well country leaders america,1
"['maybe', 'leader', 'nothing', 'supreme', 'bout', 'em']",maybe leader nothing supreme bout em,0
"['fact', 'bad', 'us', 'bad', 'world']",fact bad us bad world,-1
"['seeing', 'documentary', 'feel', 'like', 'lied', 'life', 'image', 'presented', 'way', 'different', 'stories', 'told', 'north', 'korea', 'slave', 'machine', 'thriving', 'labour', 'citizens', 'economic', 'state', 'thinking', 'current', 'war', 'waged', 'russia', 'guess', 'question', 'um', 'askin', 'russia', 'end', 'becomin', 'new', 'north', 'knows', 'see', 'senario', 'great', 'nations', 'like', 'china', 'follow', 'suit', 'considering', 'constant', 'battle', 'america', 'anyway', 'shout', 'national', 'geographic', 'doc', 'informative', 'shared', 'group', 'friends']",seeing documentary feel like lied life image presented way different stories told north korea slave machine thriving labour citizens economic state thinking current war waged russia guess question um askin russia end becomin new north knows see senario great nations like china follow suit considering constant battle america anyway shout national geographic doc informative shared group friends,1
"['hes', 'freemason', 'like', 'trump', 'others']",hes freemason like trump others,0
"['kim', 'never', 'settle', 'unfortunately', 'russian', 'chinese', 'nations', 'remain', 'stupid', 'enough', 'unworthy', 'democracy', 'therefore', 'way', 'save', 'people', 'n', 'korea']",kim never settle unfortunately russian chinese nations remain stupid enough unworthy democracy therefore way save people n korea,-1
"['national', 'geographic', 'good']",national geographic good,1
"['north', 'korean', 'accept', 'supposed', 'stayed', 'power', 'feel', 'true', 'sense', 'heart']",north korean accept supposed stayed power feel true sense heart,1
"['end', 'every', 'good', 'bad', 'things', 'happening', 'happen']",end every good bad things happening happen,0
"['might', 'small', 'channel', 'someday', 'longer', 'worry', 'laughing', 'loud']",might small channel someday longer worry laughing loud,0
"['ordinary', 'regular', 'people', 'feel', 'sorry']",ordinary regular people feel sorry,-1
"['amusing', 'government', 'several', 'founding', 'rulling', 'leaders', 'presidents', 'associated', 'slave', 'industries', 'enormous', 'historic', 'evidences', 'calling', 'north', 'korean', 'super', 'popular', 'legitimate', 'president', 'dictator', 'stupidly', 'funny']",amusing government several founding rulling leaders presidents associated slave industries enormous historic evidences calling north korean super popular legitimate president dictator stupidly funny,1
"['comment', 'video', 'see', 'youtube', 'censors']",comment video see youtube censors,0
"['american', 'imperialism', 'wants', 'take', 'every', 'single', 'country', 'earth', 'main', 'scandal']",american imperialism wants take every single country earth main scandal,0
"['also', 'like', 'sign', 'walked', 'past', 'airport', 'says', 'pets', 'allowed', 'probably', 'say', 'pets', 'around', 'know', 'people', 'hungry']",also like sign walked past airport says pets allowed probably say pets around know people hungry,-1
"['quite', 'flattering', 'picture', 'wonder', 'um', 'looks', 'like', 'night', 'eating', 'enough', 'ten', 'citizens', 'kinda', 'like', 'al', 'bundy', 'hand', 'pants', 'classy', 'guy']",quite flattering picture wonder um looks like night eating enough ten citizens kinda like al bundy hand pants classy guy,0
"['nice', 'president', 'best', 'world', 'teach', 'chuck', 'norris', 'nuke']",nice president best world teach chuck norris nuke,1
"['check', 'movie', 'assassins', 'want', 'learn', 'girls', 'killed', 'king', 'jong', 'nam', 'fascinating', 'story']",check movie assassins want learn girls killed king jong nam fascinating story,1
"['like', 'kim', 'sister', 'looks', 'badass', 'assassin', 'sleep', 'one', 'eye', 'open']",like kim sister looks badass assassin sleep one eye open,0
"['fourth', 'largest', 'millitatry', 'world', 'hungry', 'corupted', 'whole', 'country', 'militery', 'get', 'rid', 'kim', 'feed', 'people', 'treat', 'like', 'human', 'would', 'change']",fourth largest millitatry world hungry corupted whole country militery get rid kim feed people treat like human would change,0
"['oh', 'saw', 'title', 'dictator', 'dilemma', 'thought', 'trump']",oh saw title dictator dilemma thought trump,0
"['read', 'title', 'thought', 'justin', 'trudeau']",read title thought justin trudeau,0
"['one', 'call', 'bernardo', 'bertolucci', 'tell', 'movie', 'make']",one call bernardo bertolucci tell movie make,0
['interesting'],interesting,1
"['nice', 'propaganda', 'full', 'lies', 'see', 'docu', 'ist', 'western', 'system', 'north', 'corean', 'system', 'shame', 'propaganda']",nice propaganda full lies see docu ist western system north corean system shame propaganda,1
"['important', 'note', 'north', 'korea', 'product', 'cold', 'war', 'us', 'ussr', 'never', 'trust', 'us', 'several', 'reasons', 'us', 'foreign', 'policy', 'produced', 'see', 'today', 'significant', 'change', 'us', 'policy', 'towards', 'nk', 'change', 'relationship', 'two', 'nations', 'rest', 'world']",important note north korea product cold war us ussr never trust us several reasons us foreign policy produced see today significant change us policy towards nk change relationship two nations rest world,0
"['makes', 'sense']",makes sense,0
"['clapping', 'penguins', 'sad', 'none', 'courage', 'make', 'positive', 'change', 'kim', 'short', 'overweight', 'spoiled', 'brat']",clapping penguins sad none courage make positive change kim short overweight spoiled brat,0
"['come', 'one', 'able', 'take', 'guy']",come one able take guy,1
"['shocked', 'much', 'video', 'footage', 'got']",shocked much video footage got,-1
"['see', 'interview', 'skylark', 'tonight', 'favorite', 'show']",see interview skylark tonight favorite show,1
"['assassination', 'smelt', 'lot', 'like', 'bs', 'modern', 'era', 'spy', 'need', 'physically', 'meet', 'handler', 'email', 'secrets', 'whatsapp', 'using', 'courier', 'service', 'deadly', 'nerve', 'agent', 'used', 'brother', 'face', 'seem', 'bother', 'soft', 'feminine', 'hands', 'two', 'lady', 'assassins', 'murderess', 'caught', 'camera', 'gets', 'released']",assassination smelt lot like bs modern era spy need physically meet handler email secrets whatsapp using courier service deadly nerve agent used brother face seem bother soft feminine hands two lady assassins murderess caught camera gets released,0
"['thought', 'filming', 'illegal']",thought filming illegal,-1
"['flabbergasted', 'hearing', 'north', 'korean', 'woman', 'escaped', 'bad', 'joe', 'rogan', 'podcast']",flabbergasted hearing north korean woman escaped bad joe rogan podcast,-1
"['china', 'one', 'supports', 'evil', 'leader', 'system', 'however', 'one', 'dares', 'speak']",china one supports evil leader system however one dares speak,-1
"['hardly', 'know', 'anything', 'nk', 'gives', 'us', 'every', 'single', 'detail', 'kim', 'j', 'un', 'nice', 'documentaries', 'mostly', 'correct']",hardly know anything nk gives us every single detail kim j un nice documentaries mostly correct,1
"['imposter', 'p']",imposter p,0
"['kim', 'family', 'korea', 'would', 'us', 'gulag', 'today']",kim family korea would us gulag today,0
"['wonder', 'difference', 'one', 'person', 'dictatorship', 'european', 'collective', 'dictatorship', 'thanks', 'god', 'need', 'add', 'monarch', 'dictatorship', 'comparison']",wonder difference one person dictatorship european collective dictatorship thanks god need add monarch dictatorship comparison,0
"['idea', 'conflict', 'sort', 'leader', 'nonsense', 'al', 'capone', 'army']",idea conflict sort leader nonsense al capone army,0
"['dictator', 'mind', 'mind', 'mob', 'boss', 'reasons']",dictator mind mind mob boss reasons,0
"['think', 'north', 'korea', 'try', 'take', 'russia']",think north korea try take russia,0
"['one', 'girl', 'even', 'faking', 'even', 'chill', 'talk', 'kim', 'ignore', 'badassery', 'hope', 'shes', 'okay', 'though', 'nothing', 'happened']",one girl even faking even chill talk kim ignore badassery hope shes okay though nothing happened,1
"['half', 'korean', 'half', 'french', 'specifically', 'daughter', 'korean', 'born', 'north', 'raised', 'south']",half korean half french specifically daughter korean born north raised south,-1
"['assassin', 'girl', 'straight', 'lying']",assassin girl straight lying,1
"['light', 'swedish', 'identically', 'tick', 'rate', 'seemingly', 'jump', 'within', 'callous', 'sphynx', 'puzzled', 'unequaled', 'jam']",light swedish identically tick rate seemingly jump within callous sphynx puzzled unequaled jam,1
"['us', 'everyone', 'side', 'dictator', 'except', 'order', 'giver']",us everyone side dictator except order giver,0
"['dictators', 'going', 'fight', 'iraq', 'false', 'information', 'vietnam', 'afghanistan', 'syrian', 'well', 'ukrainia', 'proxy', 'war', 'shame', 'american', 'politics', 'propaganda', 'media', 'killing', 'millions', 'humans', 'business', 'armed', 'shame', 'propaganda', 'documentary']",dictators going fight iraq false information vietnam afghanistan syrian well ukrainia proxy war shame american politics propaganda media killing millions humans business armed shame propaganda documentary,-1
"['learned', 'much', 'presentation', 'especially', 'details', 'kim', 'sister', 'kim', 'jong', 'well', 'done']",learned much presentation especially details kim sister kim jong well done,0
"['kimi', 'und', 'braves', 'president', 'perch', 'non', 'putanela', 'comens', 'putin', 'saluted', 'kim']",kimi und braves president perch non putanela comens putin saluted kim,0
"['national', 'geography', 'master', 'miseducation']",national geography master miseducation,0
"['good', 'documentary']",good documentary,1
"['nice', 'cartoon', 'character']",nice cartoon character,1
"['ussa', 'much', 'different', 'america', 'evil', 'covert']",ussa much different america evil covert,-1
"['think', 'pig', 'hes', 'face', 'lolz']",think pig hes face lolz,0
"['kim', 'might', 'want', 'change', 'public', 'image', 'somewhat', 'theme', 'parks', 'photo', 'shops', 'etc', 'quell', 'masses', 'peacefully', 'far', 'cry', 'wanting', 'transition', 'legitimate', 'modern', 'leader', 'proven', 'beyond', 'doubt', 'interest']",kim might want change public image somewhat theme parks photo shops etc quell masses peacefully far cry wanting transition legitimate modern leader proven beyond doubt interest,1
"['really', 'great', 'job', 'nk', 'think', 'gyaru']",really great job nk think gyaru,1
"['generation', 'rulers', 'gets', 'fatter', 'guess', 'people', 'get', 'thinner']",generation rulers gets fatter guess people get thinner,0
"['wish', 'america', 'great', 'leader', 'like']",wish america great leader like,1
"['let', 'get', 'views', 'family']",let get views family,0
"['great', 'jing', 'jang', 'know', 'brother', 'betray']",great jing jang know brother betray,1
"['us', 'create', 'propaganda', 'destroy', 'dprk', 'like', 'half', 'middle', 'east', 'benefit']",us create propaganda destroy dprk like half middle east benefit,-1
"['amerikkkans', 'like', 'scared', 'worried', 'abt', 'others', 'life', 'let', 'ppl', 'live', 'real', 'freedom']",amerikkkans like scared worried abt others life let ppl live real freedom,1
"['think', 'english', 'pronunciation', 'terrible', 'helps', 'relativize', 'concept', 'terrible']",think english pronunciation terrible helps relativize concept terrible,-1
"['reason', 'bible', 'says', 'women', 'pulpit', 'devil', 'go', 'first']",reason bible says women pulpit devil go first,1
"['honestly', 'pure', 'propaganda', 'lies', 'lies', 'lies', 'free', 'safe', 'countries', 'dream', 'beleive', 'care', 'overthere', 'perfect', 'live', 'fortunate', 'travel', 'world', 'unhappy', 'people', 'live', 'called', 'free', 'world', 'western', 'world', 'judge', 'somewhere', 'else', 'try', 'fix', 'problems', 'first']",honestly pure propaganda lies lies lies free safe countries dream beleive care overthere perfect live fortunate travel world unhappy people live called free world western world judge somewhere else try fix problems first,1
"['kind', 'elvis', 'land']",kind elvis land,1
"['want', 'know', 'women', 'didnt', 'know', 'anything', 'whyd', 'survive', 'wouldnt', 'nerve', 'agent', 'killed', 'well', 'didnt', 'know', 'prosecutors']",want know women didnt know anything whyd survive wouldnt nerve agent killed well didnt know prosecutors,-1
"['hope', 'national', 'geographic', 'similar', 'piece', 'north', 'korea', 'americas', 'canada', 'justin', 'trudeau', 'similar', 'kim', 'jong', 'un', 'lived', 'warped', 'dysfunctional', 'childhood', 'scion', 'corrupt', 'compulsive', 'liar', 'ran', 'place', 'demands', 'receives', 'fervid', 'hero', 'worship', 'minions', 'utterly', 'unprincipled', 'dictatorial']",hope national geographic similar piece north korea americas canada justin trudeau similar kim jong un lived warped dysfunctional childhood scion corrupt compulsive liar ran place demands receives fervid hero worship minions utterly unprincipled dictatorial,-1
"['way', 'nk', 'get', 'dictator', 'story', 'could', 'gone', 'canada', 'spoke', 'justin', 'trudeau']",way nk get dictator story could gone canada spoke justin trudeau,0
"['wow', 'crazy']",wow crazy,-1
['hunt'],hunt,0
"['haha', 'barack', 'obama', 'literally', 'means', 'eternal', 'leader', 'stupid', 'people', 'allah', 'bama']",haha barack obama literally means eternal leader stupid people allah bama,-1
"['know', 'inner', 'information', 'know']",know inner information know,0
"['girls', 'get', 'effects']",girls get effects,0
"['kim', 'reading', 'room', 'see', 'clapping', 'clapping', 'chopping', 'block']",kim reading room see clapping clapping chopping block,0
"['clean', 'heart']",clean heart,1
"['stupid', 'soundtrack']",stupid soundtrack,-1
"['kim', 'brother', 'body', 'brought', 'back', 'north', 'korea']",kim brother body brought back north korea,0
"['kinds', 'girlfriends', 'dangerous']",kinds girlfriends dangerous,-1
"['message', 'quite', 'big']",message quite big,0
"['trump', 'navy', 'air', 'force', 'blow', 'north', 'korea', 'threatened', 'usa', 'stopped', 'north', 'korea']",trump navy air force blow north korea threatened usa stopped north korea,0
['cool'],cool,1
"['wanted', 'say', 'fat']",wanted say fat,0
"['tall', 'hard', 'task', 'considering', 'beyond', 'death']",tall hard task considering beyond death,-1
"['usa', 'still', 'want', 'north', 'korea', 'peace', 'still', 'runite', 'korea', 'usa', 'shame', 'colonizing', 'world']",usa still want north korea peace still runite korea usa shame colonizing world,0
"['female', 'soldiers', 'crying', 'picture', 'fear', 'love', 'admiration', 'fear']",female soldiers crying picture fear love admiration fear,0
"['north', 'korea', 'one', 'free', 'countries', 'may', 'call', 'president', 'dictator', 'patriot', 'knows', 'deal', 'fluffy', 'angel', 'compare', 'westen', 'free', 'world', 'leaders']",north korea one free countries may call president dictator patriot knows deal fluffy angel compare westen free world leaders,1
"['north', 'korea', 'even', 'real', 'country', 'remember', 'created', 'country', 'america', 'baby']",north korea even real country remember created country america baby,1
"['know', 'chad', 'complex', 'meeting', 'took', 'place', 'laughing', 'loud']",know chad complex meeting took place laughing loud,0
"['notice', 'everyone', 'else', 'thin', 'father', 'grandfather', 'large', 'evil', 'making', 'people', 'suffer', 'hunger']",notice everyone else thin father grandfather large evil making people suffer hunger,-1
"['surprised', 'little', 'fella', 'rides', 'horse', 'well', 'looks', 'kinda', 'hilarious', 'tiny', 'legs', 'hanging', 'dear', 'life']",surprised little fella rides horse well looks kinda hilarious tiny legs hanging dear life,1
"['crying', 'laughing', 'loud']",crying laughing loud,0
"['classic', 'approach', 'stick', 'carrot', 'works', 'fantastically', 'atleast', 'guess']",classic approach stick carrot works fantastically atleast guess,1
[],,0
"['believe', 'strategy', 'taking', 'sake', 'old', 'school', 'commie', 'nk', 'values']",believe strategy taking sake old school commie nk values,0
"['like', 'watching', 'joffrey', 'cersi', 'lannister']",like watching joffrey cersi lannister,0
"['long', 'live', 'triad']",long live triad,0
"['hate', 'usa', 'move', 'north', 'korea']",hate usa move north korea,-1
"['hollywood', 'fiction', 'version', 'funded', 'cia', 'clche']",hollywood fiction version funded cia clche,0
"['wonderful', 'informative', 'count', 'fourteen', 'muzzles', 'pointed', 'next', 'guy', 'wondering', 'intentional', 'toads', 'need', 'real', 'basic', 'firearm', 'training']",wonderful informative count fourteen muzzles pointed next guy wondering intentional toads need real basic firearm training,1
